index,link_normativo,assunto_normativo,aplicavel_bndes,relevancia,Area_ACO,Area_ADIG,Area_AEC,Area_AEX,Area_AF,Area_AGR,Area_AI,Area_AIC,Area_AINFRA,Area_AINT,Area_AJI,Area_AJN,Area_AMA,Area_AMC,Area_AP,Area_ARD,Area_ARH,Area_ARMC,Area_AS,Area_ASC,Area_ASI,Area_ASN,Area_AT,Area_ATI,Area_DIR9,Area_GP
2652,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142436,"Revoga a Instrução Normativa RFB nº 2.219, de 17 de setembro de 2024, e repristina as Instruções Normativas que especifica.",Sim,Média,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2437,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142684,"Altera a Instrução Normativa RFB nº 2.161, 28 de setembro de 2023, para prorrogar, excepcionalmente, o prazo de registro das transações controladas de exportação e importação de commodities nas hipóteses que especifica.",Sim,Baixa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142687,"Altera a Instrução Normativa RFB nº 2.237, de 4 de dezembro de 2024, que dispõe sobre a Declaração de Débitos e Créditos Tributários Federais - DCTFWeb.",Sim,Alta,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2418,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142697,"Substitui o Anexo IV da Instrução Normativa RFB nº 2.063, de 27 de janeiro de 2022, que dispõe sobre o parcelamento de débitos perante a Secretaria Especial da Receita Federal do Brasil de que tratam os arts. 10 a 10-B, 11 a 13 e 14 a 14-F da Lei nº...",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2462,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142884,"Estabelece procedimentos para o envio das informações de que trata o art. 22-A da Instrução Normativa SRF nº 588, de 21 de dezembro de 2005, que dispõe sobre a tributação dos planos de benefício de caráter previdenciário, Fundos de Aposentadoria Programada Individual e seguros de vida com cláusula de cobertura...",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2294,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143007,"Altera a Instrução Normativa RFB nº 2.166, de 15 de dezembro de 2023, que dispõe sobre o recolhimento do imposto sobre a renda incidente sobre os rendimentos apurados nas aplicações nos fundos de investimento de que tratam os arts. 27 e 28 da Lei nº 14.754, de 12 de dezembro...",Sim,Média,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143228,"Altera a Instrução Normativa RFB nº 1.370, de 28 de junho de 2013, que disciplina a aplicação do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - Reporto.",Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143233,"Dispõe sobre a apresentação da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física referente ao exercício de 2025, ano-calendário de 2024, pela pessoa física residente no Brasil.",Sim,Média,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143287,"Altera a Instrução Normativa RFB nº 2.184, de 2 de abril de 2024, que dispõe sobre autorregularização incentivada de débitos tributários apurados em decorrência de exclusões efetuadas em desacordo com o art. 30 da Lei nº 12.973, de 13 de maio de 2014.",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143374,"Altera a Instrução Normativa RFB nº 1.234, de 11 de janeiro de 2012, para dispor sobre a retenção do imposto sobre a renda no pagamento de aluguel de imóvel cujo proprietário seja Fundo de Investimento Imobiliário instituído nos termos da Lei nº 8.668, de 25 de junho de 1993, na...",Sim,Média,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1969,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143464,"Altera a Instrução Normativa RFB nº 2.228, de 3 de outubro de 2024, que dispõe sobre a Contribuição Social sobre o Lucro Líquido no processo de adaptação da legislação brasileira às regras Globais Contra a Erosão da Base Tributária.",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143536,"Altera a Instrução Normativa RFB nº 2.209, de 6 de agosto de 2024, que alterou a Instrução Normativa SRF nº 588, de 21 de dezembro de 2005, que dispõe sobre a tributação dos planos de benefício de caráter previdenciário, Fapi e seguros de vida com cláusula de cobertura.",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2302,http://www.b3.com.br/data/files/01/63/AC/8A/5202591029BEEC39AC094EA8/OC%20016-2025%20PRE%20Programa%20de%20Incentivo%20Tarifario%20-%20Grandes%20Volumes%20de%20Operacoes%20Nao%20Day%20Trade%20(PT).pdf,Programa de Incentivo Tarifário para Grandes Volumes de Operações Não Day Trade,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664,http://www.b3.com.br/data/files/0A/66/68/32/777C7910C2881879AC094EA8/OC%20020-2025-VNC%20Alteração%20no%20Prazo%20de%20expiração%20de%20UDS_PT.pdf,Alteração no prazo de expiração da Funcionalidade de Estratégia de UDS no segmento Derivativos.,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,http://www.b3.com.br/data/files/0D/84/AA/A1/0C72491029BEEC39AC094EA8/OC%20001-2025-VPC%20Alinhamento%20SCS%20DDI_PT.pdf,Alteração no cálculo de ajuste do Swap Cambial com Ajuste Periódico baseado em Operações Compromissadas de Um Dia (SCS),Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,http://www.b3.com.br/data/files/0E/70/C2/B6/B29A591029BEEC39AC094EA8/OC%20036-2025%20PRE%20%20Acoes%20Verdes%20(PT).pdf,B3 Ações Verdes,Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1132,http://www.b3.com.br/data/files/10/B1/42/9E/677379106B8BCB69AC094EA8/OC%20015-2025-VPC_ALTERACAO%20CONTRATOS%20FUTUROS%20MOEDAS%20ESTRANGEIRAS%20ÚLTIMO%20DIA%20NEG%20DATA%20FIXING%20%20DATA%20DE%20VENC_PORT.pdf,Alteração nos Contratos Futuros de Moedas Estrangeiras,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,http://www.b3.com.br/data/files/14/11/81/02/93EE69106B8BCB69AC094EA8/CE%20020-2025-VNC%20LANCAMENTO%20DAS%20CONDICOES%20DE%20COMPRA%20E%20VENDA%20DEFINITIVA_20052025_PT.pdf,"Lançamento das condições de compra e venda definitiva de DEB, CRI, CRA e CFF para operações indexadas",Sim,Baixa,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2078,http://www.b3.com.br/data/files/1D/D6/62/55/68F8591029BEEC39AC094EA8/OC%20034-2025%20PRE%20Atualizacao%20dos%20Normativos%20do%20Balcao%20B3%20-%20Pacote%2001%20e%2002.24%20(PT).pdf,Atualização dos Normativos do Balcão B3,Sim,Alta,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
752,http://www.b3.com.br/data/files/23/F0/6B/B8/E7EA7910C2881879AC094EA8/OC%20017-2025-VNC%20Novos%20Horários%20de%20Negociação_PT.pdf,Novos horários de negociação,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,http://www.b3.com.br/data/files/25/E7/CC/98/F1DF69106B8BCB69AC094EA8/OC%20067-2025%20PRE%20Politica%20de%20Tarifacao%20Opcao%20de%20Copom%20(PT).pdf,Política de Tarifação do Contrato de Opção de Copom,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,http://www.b3.com.br/data/files/29/00/EB/40/1F4F7910C2881879AC094EA8/OC%20033-2025-VPC%20ALTERACAO%20DA%20POLITICA%20DE%20TARIFACAO%20PARA%20DERIVATIVOS%20LISTADOS%20E%20NOVO%20DOCUMENTO%20DE%20TARIFACAO_PT.pdf,Alteração da Política de Tarifação para Derivativos Listados e novo documento de Tarifação,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,http://www.b3.com.br/data/files/3F/30/00/13/A45F491029BEEC39AC094EA8/OC%20007-2025%20PRE%20Lancamento%20das%20EDS%20de%20Futuro%20de%20Cupom%20Cambial%20e%20Futuro%20de%20Dolar%20(PT).pdf,Lançamento das EDS de Futuro de Cupom Cambial e Futuro de Dólar,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,http://www.b3.com.br/data/files/53/61/09/90/855679106B8BCB69AC094EA8/OC%20080-2025%20PRE%20ALTERACAO%20DA%20POLITICA%20DE%20TARIFACAO%20-%20DERIVATIVOS%20LISTADOS%20E%20NOVO%20DOCUMENTO%20DE%20TARIFACAO%20(PT).pdf,Alteração na Política de Tarifação para Derivativos Listados e nova versão do documento Tarifação: Regras de Cálculo e Tabelas de Preços,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,http://www.b3.com.br/data/files/53/77/C0/E4/A8AC69106B8BCB69AC094EA8/OC%20010-2025-VPC%20CDS%20de%20Debêntures%20Ultra%20Qualidade%20DI%20B3.pdf,Lançamento do CDS de Debêntures Ultra Qualidade DI B3 (IDEB CDS Ultra DI B3),Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,http://www.b3.com.br/data/files/5B/35/BD/B3/DFF08910A3717F79AC094EA8/CE%20027-2025-VPC%20ERRATA%20ALTERACOES%20NA%20POLITICA%20DE%20TARIFACAO%20DOS%20PRODUTOS%20DO%20MERCADO%20A%20VISTA%20DE%20RENDA%20VARIAVEL_PT.pdf,Atualização importante: alterações na Política de Tarifação dos Produtos do Mercado à Vista de Renda Variável,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1948,http://www.b3.com.br/data/files/5B/92/A2/7A/2EDC5910D27A8C59AC094EA8/OC%20040-2025%20PRE%20Alteracao%20Janela%20de%20Aprecamento%20S_P%20(PT).pdf,Novos Horários de Negociação,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,http://www.b3.com.br/data/files/5C/54/48/94/27B6591029BEEC39AC094EA8/OC%20030-2025%20PRE%20Lancamento%20Indice%20de%20Debentures%20Incentivadas%20Ultra%20Qualidade%20IPCA%20B3%20(IDEB%20Ultra%20IPCA%20B3%20(PT).pdf,Lançamento do Índice de Debêntures Incentivadas Ultra Qualidade IPCA B3 (IDEB Ultra IPCA B3),Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2079,http://www.b3.com.br/data/files/5F/15/14/54/5EF8591029BEEC39AC094EA8/OC%20035-2025%20PRE%20Detalhamento%20Operacional%20Res.%20CMN%205119_vf%20(PT).pdf,Resolução CMN 5.119 – Orientações operacionais complementares do Balcão B3,Sim,Alta,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
944,http://www.b3.com.br/data/files/62/02/19/5C/754679106B8BCB69AC094EA8/OC%20019-2025-VPC_OFICIO%20CIRCULAR%20LANC%20INDICE%20DEBENTURE%20INCENTIVADAS%20AAA%20IPCA%20B3%20IDEB%20AAA%20IPCA%20B3_PT.pdf,Lançamento do Índice de Debêntures Incentivadas AAA IPCA B3 (IDEB AAA IPCA B3),Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
619,http://www.b3.com.br/data/files/62/47/FB/20/002D7910C2881879AC094EA8/OC%20023-2025-VNC%20ALTERACAO%20DO%20MODELO%20DE%20APRECAMENTO%20DOS%20CONTRATOS%20FUTUROS%20DE%20TAXAS%20DE%20JUROS%20OFFSHORE%20TIIE%20DE%20FONDEO%20SOFR%20E%20ESTR_PT.pdf,"Alteração do modelo de apreçamento dos contratos futuros de taxas de juros offshore (TIIE de Fondeo, SOFR e ESTR).",Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,http://www.b3.com.br/data/files/63/43/8C/0B/43FF69106B8BCB69AC094EA8/CE%20016-2025-VPC%20PLATAFORMA%20NOME%20BALCAO%20B3_LCA_LCI.pdf,"Plataforma NoMe – Balcão B3 – Alteração do prazo mínimo de vencimento de LCI e LCA, conforme Resolução CMN 5.215/2025",Sim,Média,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,http://www.b3.com.br/data/files/63/C3/B3/53/16A1591029BEEC39AC094EA8/OC%20014-2025%20PRE%20Novos%20Horarios%20de%20Negociacao%202025%20vf%20(PT).pdf,Novos Horários de Negociação,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,http://www.b3.com.br/data/files/67/53/1B/B0/52018910A3717F79AC094EA8/CE%20036-2025-VNC%20MUDANCA%20NO%20CALCULO%20DAS%20METRICAS%20TMOC%20E%20TMOV%20PARA%20OPCOES_PT.pdf,Mudança no cálculo das métricas TMOC e TMOV para Opções,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,http://www.b3.com.br/data/files/6F/20/AF/A5/D8AC69106B8BCB69AC094EA8/OC%20011-2025-VPC%20CDS%20de%20Debêntures%20Incentivadas%20Ultra%20Qualidade%20IPCA%20B3.pdf,Lançamento do CDS de Debêntures Incentivadas Ultra Qualidade IPCA B3 (IDEB CDS Ultra IPCA B3),Sim,Média,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1124,http://www.b3.com.br/data/files/74/04/91/16/7A5379106B8BCB69AC094EA8/OC%20074-2025%20PRE%20ALTERACAO%20POLITICA%20DE%20TARIFACAO%20DERIVATIVOS%20LISTADOS%20E%20NOVA%20VERSAO%20DOC%20TARIFACAO%20REGRAS%20DE%20CALCULO%20E%20TABELAS%20(PT).pdf,Alteração na Política de Tarifação para Derivativos Listados e nova versão do documento Tarifação: Regras de Cálculo e Tabelas de Preços,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,http://www.b3.com.br/data/files/75/E7/CE/D9/5700591029BEEC39AC094EA8/OC%20012-2025%20PRE%20Novos%20Horarios%20de%20Negociacao%20(PT).pdf,Novos Horários de Negociação (Revogado),Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,http://www.b3.com.br/data/files/79/A1/AB/1F/2B5169109B3D0D59AC094EA8/OC%20050-2025%20PRE%20Manual%20de%20Acesso%20B3%20-%20Atualizacao%20FLI%20(PT).pdf,Alterações no Manual de Acesso da B3 – Atualização dos Valores das Contribuições para o Fundo de Liquidação (FLI),Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,http://www.b3.com.br/data/files/7C/E6/A7/7D/C6B6591029BEEC39AC094EA8/OC%20029-2025%20PRE%20Admissao%20de%20ETFs%20de%20Infraestrutura%20com%20Distribuicao%20de%20Proventos%20-%20PT.pdf,Admissão de ETFs de Infraestrutura com Distribuição de Proventos,Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,"http://www.b3.com.br/data/files/84/05/29/95/212479106B8BCB69AC094EA8/OC%20076-2025%20PRE%20CREDENCIAMENTO%20PROGRAMA%20DE%20FM%20CONTRATOS%20FUTUROS%20DE%20JUROS%20F-TIIE,%20SOFR%20E%20ESTR%20(PT).pdf","Processo de Credenciamento no Programa de Formador de Mercado para os Contratos Futuros Taxa de Juros F-TIIE (TIE), SOFR (SFR) e ESTR (EST).",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
946,http://www.b3.com.br/data/files/84/14/45/C6/A64679106B8BCB69AC094EA8/OC%20020-2025-VPC%20OFICIO%20CIRCULAR_LANC%20CDS%20DEBENTURES%20INCENTIVADAS%20AAA%20IPCA%20B3%20IDEB%20CDS%20AAA%20IPCA%20PT.pdf,Lançamento do CDS de Debêntures Incentivadas AAA IPCA B3 (IDEB CDS AAA IPCA),Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
