index,link_normativo,assunto_normativo,aplicavel_bndes,relevancia,Area_ACO,Area_ADIG,Area_AEC,Area_AEX,Area_AF,Area_AGR,Area_AI,Area_AIC,Area_AINFRA,Area_AINT,Area_AJI,Area_AJN,Area_AMA,Area_AMC,Area_AP,Area_ARD,Area_ARH,Area_ARMC,Area_AS,Area_ASC,Area_ASI,Area_ASN,Area_AT,Area_ATI,Area_DIR9,Area_GP
333,http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/ocsse0525.pdf,"Ofício Circular para comunicar ao mercado a respeito de atualizações no sistema FundosNet, com aprimoramentos nos formulários estruturados.",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1886,http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/resolucoes/anexos/200/resol227.pdf,"Altera a Resolução CVM nº 193, de 20 de outubro de 2023.(Publicada no DOU de 01.04.2025)",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1700,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol228.htm,"Altera a Resolução CVM nº 24, de 5 de março de 2021.(Publicada no DOU de 17.04.2025)",Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol229.htm,"Altera a Resolução CVM nº 209, de 26 de agosto de 2024, e a Resolução CVM nº 210, de 26 de agosto de 2024.(Publicada no DOU de 23.05.2025)",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
868,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol230.htm,"Altera as Resoluções CVM nº 215 e 216, ambas de 29 de outubro de 2024.(Publicada no DOU de 23.06.2025)",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
590,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol231.htm,"Altera as Resoluções CVM nº 80, de 29 de março de 2022, e CVM nº 166, de 1º de setembro de 2022.(Publicada no DOU de 04.07.2025)",Sim,Baixa,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
594,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol232.htm,Dispõe sobre as regras aplicáveis ao regime de Facilitação do Acesso a Capital e de Incentivos a Listagens – FÁCIL no âmbito do mercado de capitais.(Publicada no DOU de 04.07.2025),Sim,Alta,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
482,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol233.htm,"Altera a Resolução CVM nº 24, de 5 de março de 2021.(Publicada no DOU de 15.07.2025)",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol234.htm,"Dispõe sobre o cadastro de participantes do mercado de valores mobiliários na Comissão de Valores Mobiliários e revoga a Resolução CVM nº 51, de 31 de agosto de 2021.(Publicada no DOU de 05.08.2025)...",Sim,Média,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2188,http://conteudo.cvm.gov.br/legislacao/resolucoes/resol226.html,"Altera as Resoluções CVM nº 17, de 9 de fevereiro de 2021, CVM nº 60, de 23 de dezembro de 2021, CVM nº 80, de 29 de março de 2022, CVM nº 88, de 27 de abril de 2022, e CVM nº 160, de 13 de julho de 2...",Sim,Média,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2652,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142436,"Revoga a Instrução Normativa RFB nº 2.219, de 17 de setembro de 2024, e repristina as Instruções Normativas que especifica.",Sim,Média,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2437,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142684,"Altera a Instrução Normativa RFB nº 2.161, 28 de setembro de 2023, para prorrogar, excepcionalmente, o prazo de registro das transações controladas de exportação e importação de commodities nas hipóteses que especifica.",Sim,Baixa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142687,"Altera a Instrução Normativa RFB nº 2.237, de 4 de dezembro de 2024, que dispõe sobre a Declaração de Débitos e Créditos Tributários Federais - DCTFWeb.",Sim,Alta,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2418,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142697,"Substitui o Anexo IV da Instrução Normativa RFB nº 2.063, de 27 de janeiro de 2022, que dispõe sobre o parcelamento de débitos perante a Secretaria Especial da Receita Federal do Brasil de que tratam os arts. 10 a 10-B, 11 a 13 e 14 a 14-F da Lei nº...",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2382,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142776,"Revoga os atos normativos que dispõem sobre a instalação de equipamentos contadores de produção nos estabelecimentos industriais de que trata o art. 35 da Lei nº 13.097, de 19 de janeiro de 2015, e estabelece prazo para a edição de atos atualizados sobre a matéria.",Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=142884,"Estabelece procedimentos para o envio das informações de que trata o art. 22-A da Instrução Normativa SRF nº 588, de 21 de dezembro de 2005, que dispõe sobre a tributação dos planos de benefício de caráter previdenciário, Fundos de Aposentadoria Programada Individual e seguros de vida com cláusula de cobertura...",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2294,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143007,"Altera a Instrução Normativa RFB nº 2.166, de 15 de dezembro de 2023, que dispõe sobre o recolhimento do imposto sobre a renda incidente sobre os rendimentos apurados nas aplicações nos fundos de investimento de que tratam os arts. 27 e 28 da Lei nº 14.754, de 12 de dezembro...",Sim,Média,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143228,"Altera a Instrução Normativa RFB nº 1.370, de 28 de junho de 2013, que disciplina a aplicação do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - Reporto.",Sim,Baixa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143233,"Dispõe sobre a apresentação da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física referente ao exercício de 2025, ano-calendário de 2024, pela pessoa física residente no Brasil.",Sim,Média,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143287,"Altera a Instrução Normativa RFB nº 2.184, de 2 de abril de 2024, que dispõe sobre autorregularização incentivada de débitos tributários apurados em decorrência de exclusões efetuadas em desacordo com o art. 30 da Lei nº 12.973, de 13 de maio de 2014.",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143288,"Altera a Instrução Normativa RFB nº 2.179, de 5 de março de 2024, que dispõe sobre os regimes especiais de tributação e pagamento unificado de tributos aplicáveis às incorporações imobiliárias e às construções de unidades habitacionais contratadas no âmbito dos Programas Minha Casa, Minha Vida - PMCMV e Casa Verde...",Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143374,"Altera a Instrução Normativa RFB nº 1.234, de 11 de janeiro de 2012, para dispor sobre a retenção do imposto sobre a renda no pagamento de aluguel de imóvel cujo proprietário seja Fundo de Investimento Imobiliário instituído nos termos da Lei nº 8.668, de 25 de junho de 1993, na...",Sim,Média,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1967,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143444,"Torna nulo o Ato Declaratório Executivo Cofis nº 75, de 17 de outubro de 2016, e o Ato Declaratório Executivo Cofis nº 94, de 12 de dezembro de 2016, e dá publicidade da suspensão da eficácia da Instrução Normativa RFB nº 2.251, de 13 de fevereiro de 2025.",Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143464,"Altera a Instrução Normativa RFB nº 2.228, de 3 de outubro de 2024, que dispõe sobre a Contribuição Social sobre o Lucro Líquido no processo de adaptação da legislação brasileira às regras Globais Contra a Erosão da Base Tributária.",Sim,Baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143524,Cria Grupo de Trabalho Técnico público-privado com a finalidade de colaborar com o desenvolvimento e aprimoramento da NFS-e.,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=143536,"Altera a Instrução Normativa RFB nº 2.209, de 6 de agosto de 2024, que alterou a Instrução Normativa SRF nº 588, de 21 de dezembro de 2005, que dispõe sobre a tributação dos planos de benefício de caráter previdenciário, Fapi e seguros de vida com cláusula de cobertura.",Sim,Baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2493,http://www.b3.com.br/data/files/00/72/F1/90/2F7B491029BEEC39AC094EA8/CE%20002-2025-VPE%20Fechamento%20Depositária%20-%20Fluxo%20II%20-%20CFF%20Jan25_PT.pdf,Solução de pós-negociação de títulos privados de renda fixa (Fluxo II) – Operações de Cota de Fundo Fechado (CFF),Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,http://www.b3.com.br/data/files/01/63/AC/8A/5202591029BEEC39AC094EA8/OC%20016-2025%20PRE%20Programa%20de%20Incentivo%20Tarifario%20-%20Grandes%20Volumes%20de%20Operacoes%20Nao%20Day%20Trade%20(PT).pdf,Programa de Incentivo Tarifário para Grandes Volumes de Operações Não Day Trade,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,http://www.b3.com.br/data/files/03/73/A9/39/17B789100A29E189AC094EA8/OC%20092-2025%20PRE%20PROGRAMA%20DE%20INCENTIVO%20PARA%20NOVOS%20INVESTIDORES%20NAO%20RESIDENTES%20CICLO%202025%20(PT).pdf,Programa de Incentivo para Novos Investidores Não Residentes – Ciclo 2025,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,http://www.b3.com.br/data/files/03/E7/AF/B0/2FBC69106B8BCB69AC094EA8/OC%20005-2025-VNC%20TRATAMENTO%20DAS%20CARTEIRAS%20DE%20ÍNDICES%20DA%20B3_PT.pdf,Tratamento das carteiras de índices da B3 em virtude do evento de incorporação de ações do Atacadão S.A. (CRFB3) pela Brachiosaurus 422 Participações S.A.,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,http://www.b3.com.br/data/files/06/06/E4/65/477C7910C2881879AC094EA8/OC%20024-2025-VPC%20ISENCAO%20DAS%20TARIFAS%20DAS%20OPERACOES%20ESTRUTURADAS%20DE%20DI1%20DAP%20E%20FRC_PT.pdf,"Isenção das tarifas das Operações Estruturadas de DI1, DAP e FRC",Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,http://www.b3.com.br/data/files/06/32/07/9F/CB7E89100A29E189AC094EA8/CE%20032-2025-VPC%20ADAPTACAO%20NO%20FLUXO%20OPERACIONAL%20-%20LCD.pdf,Adaptação no fluxo operacional do Depósito Centralizado de Letra de Crédito de Desenvolvimento (LCD),Sim,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,http://www.b3.com.br/data/files/06/46/25/68/C36199100A29E189AC094EA8/CE%20033-2025-VPC%20DISPONIBILIZACAO%20DOS%20DADOS%20DE%20RENOVACAO%20NO%20SITE%20DA%20B3_PT.pdf,Disponibilização dos dados de renovação no site da B3,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,http://www.b3.com.br/data/files/07/55/05/55/EE9F69106B8BCB69AC094EA8/OC%20003-2025-VPE%20ALTERACAO%20DO%20MANUAL%20DE%20NORMAS%20DE%20COTAS%20DE%20FUNDO%20DE%20INVESTIMENTO_PT.pdf,Alteração dos Normativos do Balcão B3,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,http://www.b3.com.br/data/files/07/85/C2/3C/B83A7910C2881879AC094EA8/OC%20012-2025-VNC%20ETF%20de%20ouro%20ativo%20financeiro%20e%20títulos%20soberanos%20do%20México%20e%20do%20Canada_PT.pdf,Aceitação de ativos em garantia: ETF de ouro ativo financeiro e títulos soberanos do México e do Canadá,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,http://www.b3.com.br/data/files/08/61/74/58/AB1B6910B57CA369AC094EA8/OC%20062-2025%20PRE%20Programa%20de%20FM%20%20Futuro%20de%20US%20Treasury%20de%2010%20anos%20(PT).pdf,Processo para Credenciamento no Programa de Formador de Mercado para o Contrato Futuro de U.S. Treasury Note de 10 Anos (T10),Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,http://www.b3.com.br/data/files/08/B3/AA/71/6AB889100A29E189AC094EA8/CE%20043-2025-VNC%20NOVA%20PLATAFORMA%20DE%20CLEARING%20B3%20MODULO%20DE%20RISCO_PT.pdf,Nova Plataforma de Clearing B3 - Módulo de Risco.,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,http://www.b3.com.br/data/files/09/C4/AC/DC/075679106B8BCB69AC094EA8/CE%20019-2025-VPC%20AMPLIADA%20LISTA%20DE%20PROD%20LISTADOS%20B3%20NEGOCIADOS%20POR%20US%20PERSON_PT.pdf,Ampliada a lista de produtos Listados B3 que podem ser negociados por U.S. Person.,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,http://www.b3.com.br/data/files/0A/22/BE/F3/AB9579106B8BCB69AC094EA8/OC%20077-2025%20PRE%20PRORROGACAO%20PROGRAMA%20PILOTO%20DE%20FM%20MERCADO%20A%20VISTA%20DE%20RENDA%20VARIAVEL%20(PT).pdf,Prorrogação do Programa Piloto de Formador de Mercado para o Mercado à Vista de Renda Variável,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,http://www.b3.com.br/data/files/0A/36/17/F7/76A1591029BEEC39AC094EA8/CE%20005-2025-VPC%20Alteração%20operacional%20Instrucao%20Normativa%20BCB%20552.pdf,Plataforma NoMe – Balcão B3 – Alteração operacional em decorrência da Instrução Normativa BCB 552 de 21/11/2024,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,http://www.b3.com.br/data/files/0A/66/68/32/777C7910C2881879AC094EA8/OC%20020-2025-VNC%20Alteração%20no%20Prazo%20de%20expiração%20de%20UDS_PT.pdf,Alteração no prazo de expiração da Funcionalidade de Estratégia de UDS no segmento Derivativos.,Sim,Baixa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,http://www.b3.com.br/data/files/0B/22/10/AF/5AF989100A29E189AC094EA8/OC%20029-2025-VNC%20AUMENTO%20DO%20LIMITE%20DE%20SERIES%20DE%20OPCOES%20SOBRE%20CONTRATOS%20FUTUROS%20E%20DISPONIVEIS%20SPOT_PT.pdf,Aumento do limite de séries de opções sobre Contratos Futuros e Disponíveis (Spot),Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,http://www.b3.com.br/data/files/0C/91/4A/B3/3EBD491029BEEC39AC094EA8/CE%20005-2025-VNC%20Calendário%20Plano%20de%20Continuidade_PT.pdf,PUMA Trading System – Testes do Plano de Continuidade Operacional de Negócios da Plataforma Eletrônica – Calendário 2025,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,http://www.b3.com.br/data/files/0C/C5/5C/55/DD7D59109B3D0D59AC094EA8/OC%20042-2025%20PRE%20Alteracao%20do%20periodo%20de%20revisao%20dos%20BDRs%20elegiveis%20no%20Indice%20Bovespa%20B3%20BR%20(PT).pdf,Alteração do período de revisão dos BDRs elegíveis no Índice Bovespa B3 BR+,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
